city_id,x,y
1,75.06644263760394,22.020086698224837
2,51.67334110178622,47.18971350070914
3,85.63253246379973,21.50224912445705
4,24.161664613166366,14.267410652862688
5,15.29927178499495,39.87111181520595
6,8.055021439430421,57.64907295752758
7,16.530852948306652,69.07759605582221
8,21.452809051291368,76.48477288286128
9,91.4649732338103,65.75303508989003
10,48.48571827795046,79.44972470037729
11,4.96750623572092,40.7947030658951
12,17.910955605050283,54.6433205502863
13,21.58905722054625,95.1901575857076
14,21.76097436150607,20.179212843810536
15,48.99899188116012,70.53184404614261
16,0.7668328434481286,22.452256534173078
17,59.41967357928208,49.35319040154435
18,86.04719738856043,18.076390759597672
19,95.80255081909101,79.03711898400091
20,14.639189163763056,73.25752874653196
21,10.112775565661792,39.674140825854074
22,12.315890397151941,56.804269247369696
23,49.28557321431468,74.33274265644542
24,47.24044879514291,16.926601345386207
25,74.75093695107859,19.53686861030902
,,
1,25.237998297699725,26.767640431955453
2,11.873069589964114,97.10390658193609
3,53.238983534587035,76.65474899592354
4,91.93276493906804,15.819596126592849
5,16.985521862580267,25.583895188026496
6,17.306025235497902,55.82331956523683
7,46.14825525954681,16.801288982417304
8,19.09531387527379,22.395142047022542
9,29.730953052466248,54.11058544086242
10,25.577993291181556,90.10887710048955
11,23.591797209814224,82.49111500855702
12,86.02085650884297,78.9312046775902
13,94.21182802158538,85.77551660886743
14,24.642682651571214,24.135439264413982
15,44.62803694445932,35.066954819959086
16,33.2808929603749,40.62340487113269
17,80.08354657714149,66.57593535568272
18,35.07739020904176,72.5014729974411
19,28.34061439870049,9.953278701173119
20,5.384553612021081,28.939769540478455
21,45.269519341191774,81.39821609803823
22,22.806034792316677,57.2720665932006
23,55.97869782142998,95.12680311905523
24,26.60597520766137,66.00694652069683
25,1.1219220060434076,19.977090788474616
,,
1,89.37977035507157,28.316135505879092
2,22.421880674518757,50.729507962958884
3,32.511697974397194,94.0871418543811
4,49.26533109503261,15.029958851480895
5,87.07339378993252,91.95984216040452
6,40.288627633788906,30.95292189783151
7,5.8770310408368776,66.95255420959747
8,65.76152726004575,97.20993400879752
9,66.72698447982293,89.51364720288893
10,70.70230447500838,38.94927744001052
11,25.90303182240471,4.259888048005289
12,90.70082957690619,7.734335537815795
13,19.611927827548914,47.36450259036382
14,88.19343235701415,34.53851225548318
15,51.591427902324504,46.753030326466
16,50.59616270122568,47.18778108633393
17,76.77944722743024,56.46071242678343
18,47.91702995692746,23.948755127334863
19,37.337578122648594,78.0181936169058
20,96.12394629991567,69.92469297325651
21,25.630161519896898,9.37047961409273
22,17.36464489483749,68.74167057668113
23,94.15983619516761,18.226776075074604
24,98.13587091994862,94.70724661051378
25,24.936567541841804,77.6213877178585
,,
1,23.02872519455912,92.96885236455165
2,32.411547121145986,94.94414302914291
3,34.30452444991702,62.22339456366615
4,82.1784202938439,62.199041362312755
5,40.90538554748946,4.1396811793860895
6,63.58367639740939,19.827682471503337
7,14.215251970841514,38.06945537739828
8,48.27945468489524,71.97480050802189
9,28.645486165008947,87.66285957973759
10,11.68444928769511,10.360738144856574
11,55.1926023701499,4.358088826692574
12,83.75178432519024,8.276385847048019
13,88.71008972569886,97.71359748734348
14,45.00246200797646,94.81227376880945
15,69.28884998097594,34.38549336018794
16,47.54156285795913,82.89322561498639
17,30.419335466872866,82.97927627467342
18,75.79477430931351,27.740178100931224
19,38.751401246105566,0.28724443119061416
20,86.62365977643637,8.844821902949462
21,81.06862522014384,64.33195680029368
22,99.19936937006239,78.57747297293078
23,90.14230570413987,65.05187364351444
24,2.058816142004427,14.260796846871916
25,91.43825301198665,57.567132306618205
,,
1,36.7421751924286,49.99669662878048
2,75.9192054855195,33.92142315005762
3,99.74565594337517,88.84228233531599
4,79.29205954836557,0.4958371939243311
5,12.367836371396724,39.18478165882945
6,2.2889198193357108,15.622830920175657
7,99.45032142147447,41.913705870165764
8,65.5443767775031,80.65555407029598
9,24.756551803191474,13.098299102184207
10,5.979597793052149,2.869801110726322
11,90.04794682083653,53.40602979976562
12,72.76516759469982,20.928386234935914
13,95.99326755458645,88.25528315309174
14,90.04027210141128,37.37245779986904
15,69.41460388015642,12.221381297843891
16,25.571954561638442,3.85880382193986
17,4.408408118574425,3.6024361246563275
18,42.59417608199711,27.838015681142224
19,33.61714004914089,34.71995017329588
20,69.83156647418507,62.86044636736228
21,87.45736491800504,82.74924860855913
22,90.19875645091942,4.273218608318641
23,93.4950423363527,61.11762243957195
24,23.27655227047607,63.72086315998524
25,70.43892903871419,14.035251721224295
,,
1,76.97259779570037,18.52649831540264
2,53.276942393081825,36.34043586306521
3,16.492038112624652,9.111439098424201
4,62.248554212613925,11.125720655272831
5,2.613852259196836,94.22867879668935
6,34.48957174219244,95.99317495584447
7,59.47587531992609,10.03828774130142
8,83.45827657819065,12.285157706787775
9,47.252798159252244,72.69524652629714
10,73.79014174129414,70.05317395179893
11,17.787740342157765,38.08834199192162
12,8.510426865821552,40.87832638841813
13,99.01648772705369,2.9831578208921683
14,87.63731838008762,57.02031032237757
15,3.6482311165050407,78.71780733983084
16,76.71327473919293,62.05198924310549
17,66.63537396901279,31.95472732928968
18,88.64573564551917,36.57639065994076
19,18.37382427981471,41.864808572077905
20,0.6932564975336453,1.2688353422790843
21,30.427066599026976,77.11117998156419
22,74.30081881173449,38.36804010018311
23,63.040686226544906,61.95572780992652
24,20.691661420043673,33.43066069886389
25,75.65354055372116,99.81052426357638
,,
1,43.027868742353725,86.56915513937471
2,73.32607749837518,0.4751502666806351
3,0.5390226966542899,87.90431456930091
4,49.881682092768045,55.49858335529008
5,38.89192864383493,94.86852705033336
6,95.12988024552259,56.172194799573525
7,73.84293420578892,94.7367087670569
8,44.96810791322123,30.89473682053515
9,97.86938566884183,99.11496784763729
10,58.96570163587188,58.03951334411812
11,82.65517388270662,5.9165732158622975
12,33.26581005314849,17.118378351086584
13,59.91336722071966,70.84310681924467
14,48.602955611290014,87.94829758231884
15,41.55716203704618,52.032470024047306
16,85.87343081588386,45.18089553520209
17,36.718774411340796,70.82506772081818
18,13.237863803080485,24.455271787503808
19,13.73004225540926,94.98126882722879
20,21.572781403464646,45.13992233835855
21,45.11726136225136,33.32511972383338
22,98.5078822991327,68.48770719163096
23,34.27733460255208,73.57373201669735
24,38.583064932816825,92.85464786396834
25,49.4263561272547,45.31586891535964
,,
1,98.69576419925747,73.46099456280838
2,14.452712700164271,27.391278884038684
3,6.714620329239995,98.67259871657012
4,54.94282296120093,43.72912850459626
5,74.0000300369916,19.24270012141762
6,10.797194604788663,70.62436575280906
7,4.904195558168656,65.61037968024522
8,80.3700751806274,45.637959275160235
9,32.31928838766085,86.6754949494023
10,60.51052691085243,0.4123525832650188
11,48.25387988132358,84.71064571257308
12,0.9887194824821477,93.80627194578048
13,18.78790448930352,3.3232033083662293
14,46.29943159356507,27.72613853267829
15,73.57640574735615,87.05703506855566
16,24.130413859315205,24.675665394558365
17,88.21572529299597,58.33655668356512
18,99.60373705340952,82.0649175943081
19,77.49862796732232,89.05437163766436
20,0.026295812095566973,6.376733126573786
21,49.84236015411989,67.93726718818284
22,13.633936282401816,80.31293485673874
23,16.219521872777655,50.05335954798946
24,83.69956938868532,61.5993308483489
25,69.6705300000938,70.21741884240745
,,
1,91.52020332360223,4.069799757063109
2,95.59986566163207,92.36067489842826
3,87.53390065612192,55.77457849764372
4,80.54462801099737,14.801330488405352
5,83.5598910205946,92.18147245392602
6,20.06413328505833,10.445274946364425
7,49.72768649603114,28.346580937944697
8,6.68574993290465,9.51341975677532
9,57.06310563225004,27.13425096863076
10,64.06282708240583,75.05667299108867
11,88.18805310193403,57.226632966278345
12,13.366099510427865,68.28120950318628
13,64.98808883393662,95.09632253945506
14,80.48003278643878,96.36756988291502
15,34.52384521443511,3.6685014447183084
16,36.904556328183645,5.549227571153792
17,41.05693685127224,99.0549710803192
18,49.595111890821244,11.598550252928097
19,9.559324583084717,88.02346964356747
20,83.07837217803608,47.996619245836726
21,44.628859129094465,78.22123908162143
22,77.81275171095335,90.37880233560051
23,66.83987377562397,7.936840591708005
24,76.76194712319968,29.68163672033164
25,70.09372708788968,65.58959871388907
,,
1,15.90125805548479,44.09677569258192
2,87.4399646038643,71.44068511207831
3,33.37265816372916,21.839000933971285
4,4.690380196616417,52.04760913051422
5,39.90774809017591,29.496751574709446
6,35.26221190141059,43.553519063902
7,4.152603004967803,71.95999712265278
8,51.933154769942824,69.48685773261373
9,75.07603117034513,52.37198419754537
10,93.42974061363832,46.003690700885045
11,26.059289239339268,65.74406493110152
12,61.30326585790316,72.40251709705268
13,52.43027541904666,4.264639109102209
14,23.862362802575966,93.11880296397032
15,93.38319582924045,5.484336473330831
16,84.08159452600343,65.49891580827737
17,11.032441359660917,58.06357339039696
18,88.93320493311677,99.16402273568377
19,63.95187916387444,40.1122017284896
20,8.005733712644114,24.21275207076897
21,7.787553581942452,60.497303464996385
22,2.4370278715077798,83.41379383678056
23,28.234578341701777,85.8551687956506
24,16.98559014026282,76.86142987077737
25,59.765697139546006,29.840539225632245
,,
1,37.714641729277176,87.33335801656732
2,37.20142042203054,41.74784911201244
3,7.9145472280163665,88.3840574964903
4,63.084864854259514,4.016039334638877
5,34.52096228691781,60.43219622613897
6,25.94714640405019,55.52768336329274
7,98.61469589524631,12.125360049176848
8,67.40918403891372,51.79816149371087
9,25.914226547911767,5.270148328991054
10,39.158840872194325,4.325707470690087
11,69.38429513110256,87.07217390210539
12,35.388515760952075,88.91385683265072
13,35.84322128281412,5.713442197734054
14,35.00481678987043,35.85285897015484
15,73.04168080953444,70.05181026594298
16,3.7823550874838463,7.720582430629108
17,63.21976471306316,74.75013042813988
18,15.611738131321307,24.79166516514414
19,38.97067680039553,1.9182927183422627
20,52.67376695382357,9.605154333181842
21,64.74887805121905,77.02701021035213
22,39.251846113937376,49.93269673716756
23,22.949961819061095,93.74676576857007
24,81.93225257825816,17.717007503966087
25,24.462653684390755,91.81649745198143
,,
1,32.23810680746993,71.8231487937611
2,47.95766125519464,24.828876446065983
3,70.67995280662633,18.265501543228257
4,84.79151304928125,25.267285868905564
5,73.55907091191214,8.55788149072848
6,76.07199563179645,47.72658925913079
7,40.80262889533033,31.512506284599006
8,17.417061405721224,14.055686477656826
9,77.6556313220343,27.961393840783224
10,25.867599878377945,44.380352111562175
11,86.45163147141318,72.66489817981245
12,14.275737192731174,93.23095283521809
13,90.36366531225947,30.719972701488985
14,11.65787336851648,28.134120192238456
15,30.5031889031955,85.3445794690108
16,57.021101806555144,60.65183464618863
17,76.2143048667255,80.81228939623928
18,3.9445338619245263,67.4329985297877
19,6.3369019840851415,80.56159693790804
20,94.99977225379276,25.48669499795676
21,24.240739921984066,20.44992623234353
22,3.546780512435621,95.84197065400282
23,60.574650360216076,4.453525209629905
24,75.73908670273467,37.002165195979664
25,22.246773527468022,44.29349492371346
,,
1,90.3938828840579,46.27274075919259
2,56.611165060790455,4.2459422868873276
3,19.981672999372122,19.710913427887167
4,61.52038071064572,18.493167752061535
5,7.971404566567475,18.697928168741374
6,73.20220469129171,82.41790373815647
7,79.21080803089187,85.38573218408033
8,94.83471276095618,95.5792000810031
9,60.86214508190621,89.12223709515
10,39.68573567789678,27.10889530108319
11,54.85508800038844,89.14639413702467
12,77.77297604809598,34.50432225060962
13,72.67530816605841,51.99455310697731
14,70.49354008519609,99.27057566778007
15,0.8012361903172116,71.20463556111511
16,14.136678792159241,99.10513470210878
17,56.8024545149344,61.30533733061615
18,35.87114896733634,63.175022931059324
19,34.82593477182583,26.770769667443407
20,99.09984333462619,3.2646549380794143
21,28.91967006325249,19.29660547477161
22,3.5632753482812585,30.141035533728466
23,24.214862815750713,59.63706917764421
24,83.16444674786203,62.02827992719611
25,25.824763327013557,65.33873427723142
,,
1,58.413963993082305,52.36129245812007
2,83.8873289454596,31.667914593862278
3,93.04922715530087,92.97932301322298
4,19.017023625242835,39.5027102120395
5,56.38790452727518,73.1685003693924
6,2.7885272313480702,1.5439170911879518
7,69.76699868795002,29.82590877113379
8,81.71041296734755,52.837209655460995
9,76.82293191712517,7.965554335510583
10,80.88257418568251,4.088019680749532
