best_tour_length,best_tour
602.1404328787063,"[2, 16, 42, 49, 10, 26, 6, 32, 24, 7, 0, 44, 33, 28, 34, 41, 23, 30, 22, 39, 21, 25, 45, 13, 18, 46, 20, 4, 29, 35, 40, 3, 31, 37, 11, 15, 27, 19, 47, 12, 14, 1, 38, 9, 48, 8, 17, 36, 43, 5]"
610.4903234893151,"[40, 21, 20, 24, 13, 49, 37, 2, 12, 35, 31, 32, 19, 41, 27, 42, 26, 0, 22, 5, 48, 7, 36, 9, 16, 14, 44, 18, 3, 38, 45, 28, 6, 11, 17, 8, 25, 10, 33, 29, 23, 34, 1, 43, 15, 4, 46, 30, 39, 47]"
600.0671323707753,"[8, 16, 1, 41, 7, 18, 26, 11, 25, 12, 48, 22, 28, 45, 17, 32, 21, 9, 3, 29, 46, 24, 34, 42, 5, 15, 20, 30, 31, 49, 19, 35, 6, 38, 37, 4, 43, 47, 40, 14, 44, 39, 10, 0, 33, 23, 13, 36, 2, 27]"
560.8894744236708,"[38, 17, 10, 40, 32, 27, 11, 13, 30, 28, 6, 43, 12, 8, 49, 47, 41, 33, 19, 26, 3, 44, 15, 36, 31, 2, 23, 29, 21, 48, 16, 22, 35, 4, 45, 7, 34, 14, 9, 37, 24, 20, 46, 25, 0, 5, 39, 1, 42, 18]"
615.944722765155,"[30, 45, 47, 18, 32, 44, 5, 6, 14, 29, 28, 33, 36, 35, 21, 7, 25, 49, 39, 20, 11, 2, 4, 13, 41, 31, 40, 48, 12, 1, 26, 24, 8, 19, 16, 15, 10, 22, 42, 46, 38, 43, 27, 3, 37, 9, 23, 0, 17, 34]"
552.6028742669082,"[13, 7, 48, 26, 43, 45, 19, 30, 17, 39, 32, 14, 23, 40, 37, 35, 16, 36, 0, 4, 41, 9, 28, 15, 47, 25, 34, 6, 2, 38, 21, 5, 3, 18, 24, 10, 27, 22, 20, 29, 8, 46, 33, 31, 49, 11, 12, 42, 44, 1]"
568.5201187277081,"[42, 19, 41, 12, 16, 11, 22, 9, 10, 34, 40, 5, 15, 18, 4, 24, 44, 47, 14, 17, 23, 8, 45, 13, 35, 7, 26, 25, 48, 32, 28, 29, 33, 6, 39, 31, 21, 0, 1, 3, 30, 38, 20, 2, 27, 36, 46, 43, 37, 49]"
622.7243875857021,"[48, 42, 9, 37, 32, 30, 43, 10, 34, 0, 5, 31, 13, 15, 26, 36, 25, 29, 16, 21, 1, 33, 39, 45, 24, 23, 6, 7, 3, 8, 18, 44, 38, 14, 17, 19, 4, 47, 40, 27, 49, 20, 35, 2, 28, 22, 41, 12, 11, 46]"
612.4338079874677,"[28, 43, 46, 37, 33, 12, 21, 22, 48, 25, 26, 34, 7, 23, 19, 38, 39, 20, 17, 45, 31, 2, 0, 8, 32, 29, 24, 1, 10, 49, 15, 6, 47, 14, 11, 40, 5, 35, 30, 4, 18, 42, 36, 41, 44, 27, 9, 3, 16, 13]"
598.0084621893421,"[30, 38, 10, 21, 7, 44, 49, 24, 1, 31, 5, 27, 4, 18, 40, 23, 28, 9, 16, 3, 0, 43, 14, 36, 37, 15, 39, 22, 6, 20, 47, 19, 13, 11, 45, 41, 8, 35, 46, 33, 2, 48, 25, 32, 42, 12, 29, 26, 17, 34]"
