best_tour_length,best_tour
372.91864578498024,"[2, 17, 0, 24, 23, 3, 13, 15, 10, 20, 4, 11, 21, 5, 6, 19, 7, 12, 9, 22, 14, 1, 16, 18, 8]"
428.33943737807,"[2, 20, 9, 1, 10, 17, 23, 5, 21, 8, 15, 14, 0, 13, 7, 4, 19, 24, 18, 6, 3, 16, 11, 12, 22]"
421.49458849738187,"[11, 22, 0, 13, 16, 19, 23, 4, 8, 7, 2, 18, 24, 21, 6, 1, 12, 20, 10, 3, 17, 5, 15, 14, 9]"
405.4245406055857,"[7, 2, 6, 23, 9, 18, 4, 10, 5, 11, 19, 17, 14, 20, 3, 24, 22, 21, 12, 13, 1, 0, 8, 16, 15]"
415.78378976087816,"[11, 24, 14, 3, 21, 1, 13, 6, 10, 22, 2, 12, 20, 7, 19, 0, 23, 4, 5, 16, 9, 15, 8, 18, 17]"
501.5224238316716,"[11, 18, 10, 23, 19, 2, 6, 3, 0, 7, 12, 17, 21, 16, 1, 22, 15, 13, 9, 24, 8, 20, 5, 4, 14]"
448.8785759201473,"[14, 3, 9, 12, 16, 22, 2, 18, 4, 23, 0, 13, 6, 8, 21, 5, 15, 10, 1, 11, 17, 19, 7, 20, 24]"
456.13406839848574,"[3, 13, 4, 9, 12, 19, 1, 15, 22, 6, 5, 21, 11, 2, 8, 10, 20, 24, 14, 18, 17, 0, 23, 16, 7]"
439.01736437392884,"[12, 13, 1, 4, 21, 9, 24, 10, 2, 19, 23, 3, 0, 22, 8, 6, 17, 15, 14, 5, 7, 11, 18, 16, 20]"
475.0852103201249,"[23, 22, 13, 21, 6, 20, 16, 3, 0, 19, 2, 4, 5, 18, 24, 12, 14, 9, 8, 15, 1, 17, 11, 7, 10]"
381.5247200611896,"[1, 13, 17, 15, 8, 12, 9, 18, 19, 3, 6, 23, 7, 14, 16, 20, 10, 0, 11, 24, 22, 2, 5, 4, 21]"
386.81798130997026,"[11, 21, 18, 17, 24, 9, 13, 7, 20, 6, 1, 22, 4, 2, 8, 3, 19, 12, 23, 5, 10, 16, 15, 0, 14]"
505.78243750150284,"[14, 15, 10, 8, 13, 7, 6, 5, 23, 0, 19, 1, 3, 11, 12, 16, 17, 24, 22, 9, 18, 20, 2, 4, 21]"
462.840016419222,"[3, 20, 5, 23, 8, 22, 9, 17, 1, 16, 12, 21, 6, 0, 19, 7, 15, 14, 18, 2, 10, 4, 13, 24, 11]"
405.99438406050115,"[0, 6, 5, 19, 21, 9, 20, 7, 22, 14, 1, 12, 10, 15, 2, 16, 4, 17, 11, 24, 18, 8, 3, 13, 23]"
396.7847748754636,"[18, 8, 10, 15, 12, 0, 13, 9, 19, 23, 24, 11, 22, 14, 7, 4, 2, 1, 20, 3, 16, 21, 17, 6, 5]"
455.695089653809,"[11, 8, 22, 12, 2, 10, 15, 23, 20, 13, 4, 3, 21, 24, 17, 5, 19, 6, 18, 1, 16, 14, 7, 9, 0]"
443.11287089523853,"[20, 10, 3, 17, 0, 2, 1, 21, 24, 23, 9, 6, 19, 13, 14, 8, 16, 5, 15, 11, 18, 4, 22, 12, 7]"
451.23336249064005,"[22, 4, 17, 18, 20, 19, 24, 14, 13, 1, 12, 5, 16, 7, 3, 15, 6, 11, 10, 0, 2, 21, 23, 9, 8]"
411.6345031175863,"[19, 18, 14, 3, 1, 20, 4, 22, 12, 17, 10, 0, 16, 9, 23, 8, 24, 11, 6, 2, 13, 7, 21, 15, 5]"
